id_encuestado,pregunta_texto,respuesta,id_pregunta,seccion
105,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
106,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
107,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
108,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
109,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
110,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
111,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
112,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
113,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
114,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
115,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
116,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
117,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
118,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
119,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
120,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
121,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
122,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
123,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
124,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
125,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
126,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
127,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
128,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
129,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
130,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
131,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
132,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
133,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
134,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
135,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
136,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
137,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
138,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
139,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
140,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
141,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
142,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
143,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
144,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
145,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
146,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
147,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
148,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
149,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
150,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
151,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
152,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
153,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
154,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
155,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
156,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
157,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
158,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
159,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
160,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
161,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
162,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
163,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
164,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
165,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
166,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
167,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
168,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
169,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
170,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
171,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
172,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
173,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
174,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
175,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
176,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
177,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
178,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
179,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
180,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
181,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
182,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
183,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
184,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
185,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
186,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
187,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
188,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
189,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
190,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
191,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
192,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
193,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
194,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
195,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
196,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
197,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
198,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
199,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
200,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
201,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
202,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
203,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
204,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
205,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
206,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
207,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
208,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
209,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
210,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,11,Salud y Ansiedad
211,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
212,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
213,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,11,Salud y Ansiedad
214,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,11,Salud y Ansiedad
215,"Durante las últimas dos semanas, ¿con qué frecuencia ha tenido dificultad para relajarse? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,11,Salud y Ansiedad
1,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
2,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
3,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
4,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,12,Salud y Ansiedad
5,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,12,Salud y Ansiedad
6,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
7,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
8,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,12,Salud y Ansiedad
9,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,12,Salud y Ansiedad
10,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,12,Salud y Ansiedad
11,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
12,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
13,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",0,12,Salud y Ansiedad
14,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
15,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
16,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
17,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
18,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
19,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",1,12,Salud y Ansiedad
20,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
21,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,12,Salud y Ansiedad
22,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",2,12,Salud y Ansiedad
23,"Durante las últimas dos semanas, ¿con qué frecuencia ha sentido nerviosismo o estrés? (0 = Ningún día, 1 = Varios días, 2 = Más de la mitad de los días, 3 = Casi todos los días)",3,12,Salud y Ansiedad
